;name;description;referrals;properties;history
752;Snap Wexley;Temmin “Snap” Wexley is a pilot in Blue Squadron known as the best recon flier in the Resistance’s Starfighter Corps. Snap grew up on the Outer Rim world of Akiva, the son of a rebel Y-wing pilot who flew in the Battle of Endor. His recon flight of Starkiller Base helps the Resistance come up with a plan to destroy the First Order superweapon.;;{'Appearances': ['Star Wars: The Force Awakens (Episode VII)'], 'Affiliations': ['The Resistance'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.88m '], 'species': ['Human'], 'Weapons': ['Blaster Pistol'], 'Vehicles': ['Resistance X-Wing']};
753;Snarl;As a member of Kragan Gorr's pirate gang, Snarl takes great pleasure in the most infamous past times the profession requires. On the Colossus, he and his cohorts can be found slugging back drinks and squabbling amongst themselves. But when duty calls, he has an unabashed fondness for plundering and pillaging.;;{'Appearances': ['Star Wars Resistance'], 'Gender': ['Male'], 'species': ['Hassk']};
754;Son;The Son was an embodiment of the dark side of the Force who dwelled on Mortis during the Clone Wars with his sister, the light-sider known as Daughter, and the powerful Force user known as Father, who tried to keep them in balance.    Son sought to escape Mortis and wreak havoc in the galaxy, trying repeatedly to lure Anakin Skywalker to the dark side by changing form, possessing Ahsoka Tano and finally by showing Anakin a vision of the terrible acts he would commit. His efforts ultimately failed, culminating in his death along with those of Daughter and Father.;;{'Appearances': ['Star Wars: The Clone Wars'], 'Locations': ['Mortis'], 'Gender': ['Male'], 'Dimensions': ['Height: 2.2m ']};
755;Soniee;A smart, technically-gifted young woman, Soniee studied at the Royal Academy of Government on Mandalore during the Clone Wars. She and her friends exposed corruption in the highest levels of government while investigating supply shortages on the planet. Soniee used her computer skills to get the cadets access to secure warehouses, where they discovered that Prime Minister Almec had enmeshed the planet in the criminal black market. But this caper was mere child's play compared to the dangers faced when Mandalore was subjected to the rise of the Shadow Collective.;;{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Mandalore Royal Academy of Government', 'New Mandalorians'], 'Locations': ['Mandalore'], 'Gender': ['Female'], 'Vehicles': ['Speeder Bike']};
756;Sonsigo and Munduri;Bravaisian podmates Sonsigo and Munduri were frequent sights at Maz’s castle, where they bought gems and precious metals from those passing through Takodana. Would-be sellers had to be patient during the podmates’ careful appraisal of their wares, a process that could involve delicate fingers, prehensile tongues and an electro refractometer.;;"{'Appearances': ['Star Wars: The Force Awakens (Episode VII)'], 'Locations': [""Maz's Castle""], 'Gender': ['Male']}";
757;Sskeer;"A Jedi Master of the High Republic, Sskeer is a gruff, opinionated Trandoshan who has been around the block more times than he cares to remember. Sskeer is loyal, but brutally honest, and you can always be sure he will tell you exactly what’s on his mind…or so his fellow Jedi think; he hides a devastating secret that is tearing him apart.";;{'Appearances': ['Star Wars: The High Republic'], 'species': ['Trandoshan']};
758;Stass Allie;A Tholothian member of the Jedi Council, Stass Allie served as a Jedi General during the Clone Wars, beginning with the Jedi mission to rescue Obi-Wan Kenobi and Anakin Skywalker from execution on Geonosis. Stass led clone troopers into battle on many worlds, culminating with the Outer Rim Sieges. She was piloting her BARC speeder on Saleucami when Darth Sidious issued Order 66 to her wingman, Commander Neyo. Obeying orders, Neyo and another clone trooper dropped behind Stass and blew her speeder bike out of the sky.;;{'Appearances': ['Star Wars: Attack of the Clones (Episode II)', 'Star Wars: Revenge of the Sith (Episode III)'], 'Affiliations': ['Jedi Order'], 'Locations': ['Coruscant'], 'Gender': ['Female'], 'Dimensions': ['Height: 1.8m '], 'Weapons': ['Lightsaber'], 'Vehicles': ['BARC Speeder']};
759;Steela Gerrera;A young native of Onderon, Steela and her brother Saw were members of the insurgency that opposed the rise of King Sanjay Rush, and Rush's alignment of the planet to the cause of the Separatists during the Clone Wars. Not as boisterous or as outspoken as her brother, Steela was nonetheless firmly dedicated to the cause of Onderonian independence. She was not one for impassioned speeches or political rhetoric. These were not her areas of expertise, and she felt far more comfortable peering through the macroscope of her blaster rifle. A crack shot, Steela racked up an impressive number of droid kills with precise headshots fired from the cover of canopy jungle.;;{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Onderon Rebels'], 'Locations': ['Onderon'], 'Gender': ['Female'], 'Dimensions': ['Height: 1.79m '], 'Weapons': ['Blaster Pistol', 'Droid Popper', 'Blaster Rifle']};
760;Stekan Sculdun;The 13-year old son of Davo and Runai Sculdun, young Stekan is of the age to formally begin Chandrilan courting tradition. On the sparkling world of Coruscant, Stekan first meets Leida Mothma, the daughter of Senator Mon Mothma and Perrin Fertha, in an arrangement that stands to benefit both families.;;{'Appearances': ['Andor']};
761;Stellan Gios;Stellan is an optimistic and well-respected Jedi Master. Stellan came up through the Order with Avar Kriss, and although they are often on different assignments for the Jedi or the Republic, when the two work together they are a powerhouse team of two noble heroes in action. Strong in the Force and a natural teacher, Stellan is currently stationed at one of the Jedi Temple outposts on the distant planet of Caragon-Viner.;;{'Appearances': ['Star Wars: The High Republic']};
762;Stomeroni Starck;Talented but headstrong, Stomeroni Starck flies an X-wing during the evacuation of D’Qar, protecting the Resistance bombers on their attack run against the First Order. While appreciative of Starck’s skills behind the control yoke, Tallie Lintra must work to keep the impulsive pilot in check.;;{'Appearances': ['Star Wars: The Last Jedi (Episode VIII)'], 'Affiliations': ['The Resistance'], 'Gender': ['Male'], 'species': ['Human'], 'Weapons': ['Blaster Pistol'], 'Vehicles': ['Resistance X-Wing']};
763;Strono 'Cookie' Tuggs;Former head chef at Maz’s castle on Takodana, Strono Tuggs is a disfigured Artiodac known as Cookie. Tuggs served in the castle kitchens for centuries, but since the First Order attack, he has left to pursue his lifelong dream of running his own food transport – Tuggs' Grub. He travels across the galaxy to collect exotic ingredients for his unique and delectable offerings. ;;"{'Appearances': ['Star Wars: The Force Awakens (Episode VII)'], 'Locations': [""Maz's Castle"", 'Batuu', 'Black Spire Outpost'], 'Gender': ['Male']}";
764;Sudswater Dillifay Glon;The musician Sudswater Dillifay Glon played as part of a quartet at Maz’s castle, using a bow to draw unique sounds out of his seven-string hallikset.;;"{'Appearances': ['Star Wars: The Force Awakens (Episode VII)'], 'Locations': [""Maz's Castle""], 'Gender': ['Male']}";
765;Sully Stark;Sully Stark is an adept pilot, but she's no soldier. When the Empire forces her to make a choice, she rises to the occasion to fly in her first combat mission.;;{'Vehicles': ['T-47 airspeeder ']};
766;Supervisor Blevin;One of several high-ranking Imperial Security Bureau supervisors, Blevin reports on suspicious activity in the Morlana sector, including matters on Ferrix, Cassian Andor's home planet.;;{'Appearances': ['Andor']};
767;Supreme Chancellor Valorum;A well-meaning civil servant whose chancellorship was hampered by corruption in the Senate and bureaucratic snarls, Valorum secretly turned to the Jedi Knights for help breaking the Trade Federation's blockade of Naboo.    But Valorum was betrayed by Naboo's Senator Palpatine, who maneuvered Queen Amidala into asking the Senate for a no-confidence vote in the Supreme Chancellor's leadership. A stunned Valorum was removed from office in favor of Palpatine.;;{'Appearances': ['Star Wars: The Phantom Menace (Episode I)', 'Star Wars: The Clone Wars'], 'Affiliations': ['Galactic Republic'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.83m ']};
768;Supreme Leader Snoke;The Supreme Leader of the First Order, the mysterious Snoke was powerful with the dark side of the Force, and seduced Ben Solo into abandoning the Jedi path to become his apprentice. He also commanded the technological war machine engineered to destroy the New Republic and the Resistance. Kylo Ren turned on his master and killed him, but would soon learn that Snoke had been a mere puppet, created and controlled by a more powerful master of the dark side.;['Ben Solo', 'Luke Skywalker', 'Jedi', 'First Order', 'New Republic', 'Hosnian', 'Luke’s', 'Kylo', 'Rey', 'Luke Skywalker’s lightsaber'];"{'Appearances': ['Star Wars: The Force Awakens (Episode VII)', 'Star Wars: The Last Jedi (Episode VIII)'], 'Affiliations': ['The First Order'], 'Locations': [""Snoke's Throne Room""], 'Gender': ['Male'], 'Vehicles': ['The Supremacy']}";
769;Suu Lawquane;A Twi'lek refugee, Suu Lawquane makes a life on Saleucami with her husband, the former clone Cut, and their children, Jek and Shaeeah. Although preferring to remain removed from the conflict, eking out a humble existence on their farm, Suu is trained for combat and welcoming of certain clone soldiers who wander to Saleucami having lost their way.;;"{'Appearances': ['Star Wars: The Bad Batch', 'Star Wars: The Clone Wars'], 'Locations': ['Saleucami'], 'Gender': ['Female'], 'species': [""Twi'lek""]}";
770;Sy Snootles;Sy Snootles, a long-limbed Pa'lowick, was a popular singer and dancer whose patrons included Jabba the Hutt. Very few realized that she also worked as a spy for the Hutt criminal cartels, and that she betrayed her love, Ziro the Hutt, in exchange for a big payday.;;"{'Appearances': ['Star Wars: Return of the Jedi (Episode VI)', 'Star Wars: The Clone Wars'], 'Gender': ['Female'], 'Dimensions': ['Height: 1.65m '], 'species': [""Pa'lowick""], 'Weapons': ['Blaster Pistol']}";
771;Syke;Syke competes with Rebolt for Moloch’s favor, with each seeking to impress the Grindalid enforcer by showing how tough and mean he can be. Syke is better than Rebolt at handling the White Worms’ pack of Corellian hounds, and genuinely fond of the beasts – a rare example of affection in the pitiless sewers of Coronet City.;;"{'Appearances': ['Solo: A Star Wars Story'], 'Affiliations': ['White Worms'], 'Locations': ['Corellia', ""White Worms' den""], 'Gender': ['Male'], 'Dimensions': ['Height: 1.75m '], 'species': ['Human']}";
772;Synara San;Thought to be the lone survivor of a deadly pirate raid, the scrappy scavenger Synara ends up on the Colossus after she's found hiding in a crate amid a Kowakian ape rampage. At first defensive toward her rescuer, Kaz, the mysterious Synara is actually harboring a secret identity of her own, acting as a spy for Kragan Gorr's pirate gang and a member of the crew that tried to lay waste to the Colossus during a Triple Dark Storm.;"['Colossus', 'Kowakian apes', 'Poe Dameron', 'Kazuda Xiono', 'Tam Ryvora', ""Kragan Gorr's"", 'Valik', 'Drell', 'Doza Tower', 'Torra Doza', 'the First Order', ""Neeku's"", 'escape pod', 'Colossus', 'Kragan Gorr', 'jakoosk', 'Snarl', 'Varkana', 'Kaz', 'Ax Tagrin', 'Yeager', 'CB-23', 'Kaz', 'Norath']";{'Appearances': ['Star Wars Resistance'], 'Gender': ['Female'], 'species': ['Mirialan']};
773;Syril Karn;Syril Karn believes wholeheartedly in order and justice. The ambitious inspector hopes to make a name for himself within the ranks of the Empire by quelling signs of rebellious activity and exposing lawbreakers.;;{'Appearances': ['Andor'], 'Gender': ['Male']};
774;T3-K10;The picture of endurance and efficiency, T3-K10 is a compact droid that slides perfectly into the Red Ace to assist pilot Freya Fenris on daring missions.;;{'Appearances': ['Star Wars Resistance'], 'Locations': ['Colossus'], 'star wars': ['Droid']};
775;Taanti;In the small mining community of Freetown, also known as Mos Pelgo, Taanti serves as bartender for the marshal and other denizens and visitors alike.;;{'Locations': ['Freetown (Mos Pelgo)'], 'species': ['Weequay']};
776;Taga;Of all the inmates stationed at Table Five inside the Imperial Narkina 5 prison, Taga is by far the most nervous of the lot. The production and manufacturing of mysterious Imperial widgets calls for teamwork if the prisoners hope to survive.;;{'Appearances': ['Andor']};
